airline,tokens,airline_sentiment,positive
United,"['@unit', 'issu', 'unit', 'airlin', 'pleas', 'retweet', 'paid', 'full', 'fight', 'ticket', 'given', 'standbi', 'instead']",negative,0
American,"['@americanair', '@jameswest', 'see', 'jame', '7', 'dedic', 'inbound', 'phone', 'line', 'telephon', 'eat', 'billion', 'profit']",negative,0
United,"['@unit', 'hour', 'phone', '...', 'hung', '...', 'want', 'differ', 'flight', 'day', 'open', 'seat', '#greatservic']",negative,0
United,"['@unit', 'worst', 'custom', 'servic', 'experi', 'ever', 'unit', 'airlin']",negative,0
American,"['@americanair', 'fail', 'see', 'tell', 'caller', 'bag', 'may', 'take', '18', 'hour', 'get', 'jfk', 'brooklyn', 'best']",negative,0
United,"['@unit', '32', 'peopl', 'get', 'pretti', 'tire', 'action', 'solv', 'problem', 'plu', 'miss', 'day', 'vacat', 'ski']",negative,0
United,"['@unit', 'great', '!', ""i'm"", 'guess', 'late', 'flight', 'open', 'servic', 'horribl', 'overcharg', 'care', 'everyon', 'miser']",negative,0
United,"['@unit', 'airlin', 'claim', 'low', 'fare', 'guarante', 'honor', 'lower', 'fare', 'found']",negative,0
Virgin America,"['@virginamerica', 'realli', 'big', 'bad', 'thing']",negative,0
United,"['plenti', 'empti', 'seat', 'coach', '@unit', 'dissatisfact', 'understood', 'crew', 'member', 'travel', 'duti', 'pre-book', 'f']",negative,0
Southwest,"['@southwestair', 'left', 'ipad', 'flight', '1831', 'erw', 'den', 'open', 'claim', '442998', 'mani', 'memori', 'plz', 'help', 'get', 'back']",negative,0
Southwest,"['@southwestair', 'everyon', 'deserv', 'red', 'carpet', 'tx', 'destroy', 'luggag', 'give', '75', 'voucher', 'like', 'want', 'fli', 'w', '!']",negative,0
Southwest,"['@southwestair', 'even', '50', 'voucher', 'pick', 'bag']",negative,0
US Airways,"['@usairway', '45', 'minut', 'mean', 'public', 'transit', 'home', 'expens', 'cab', 'promis', 'make']",negative,0
Delta,"['@jetblu', 'respond', 'complaint', 'cultur', 'appropri', '!', 'spirit', 'airlin', 'fli', 'list']",negative,0
Southwest,"['@southwestair', 'long', 'delay', 'board', 'get', 'free', 'drink', '#gettingthirsti']",negative,0
Southwest,"['@southwestair', 'way', 'give', 'voic', 'custom', 'pay', 'servic', 'satisfactorili', 'deliv', '#justsayin']",negative,0
US Airways,"['@usairway', 'dirti', 'damn', 'plane', 'take', 'hour', 'get', 'plane', 'clean', 'refund', 'mile', '😡', '#wasteoftim', '#theworst']",negative,0
United,"['@unit', 'never', 'fli', 'guy', 'ever', 'custom', 'servic', 'piss', 'poor', 'best']",negative,0
United,"['@unit', 'extrem', 'disappoint', '#flight6831', 'unit', 'left', 'crew', 'pssgr', 'strand', 'rain', 'gate', 'cover', 'left', 'psngr', '2', 'depart', 'plane']",negative,0
United,"['@unit', 'like', 'clockwork', 'friday', 'afternoon', 'flight', 'la', 'den', 'run', 'late', 'flight', 'seem', 'happen', 'consist', '#keepit100']",negative,0
United,"['@unit', 'send', 'jeff', 'smisek', 'trip', 'jetblu', 'sw', 'make', 'sure', 'take', 'note', 'would', 'never', 'choos', 'fli', 'unit']",negative,0
US Airways,"['@usairway', 'ask', 'ice', 'attend', 'snap', 'dont', 'ice', 'cart', '5', 'min', 'late', 'flightr', '2', 'cup', 'ice', 'peopl', '2', 'row', 'ahead']",negative,0
Delta,"['@jetblu', 'delay', '1:02', '!', 'ridicul']",negative,0
American,"['@americanair', '@unit', 'week', 'go', 'make', 'anyth', 'put', 'eas', 'ask', 'fix', 'thing', '...']",negative,0
United,"['@unit', '@gg8929', ""i'm"", 'sorri', 'unit', 'abl', 'keep', 'word', 'cuz', 'total', 'inadequ', 'still', 'say', 'custom', 'fault', '!']",negative,0
US Airways,"['@usairway', 'way', 'tell', 'gate', 'go', 'stuck', 'tarmack', ""int'l"", 'flt', 'flt', '878', 'go', 'elm', 'gate', 'f6']",negative,0
United,"['@unit', 'bag', 'final', 'deliv', 'intact', 'thank', 'assist']",positive,1
US Airways,"['@usairway', 'flight', 'cancel', 'flightl', 'hold', '2', 'hr', 'reschedul', 'need', 'help', 'take', 'way', 'long', 'http://t.co/nehnsdckti']",negative,0
US Airways,"['@usairway', 'pretti', 'ridicul', 'phx', 'sky', 'harbor', '4', '!', 'employe', 'work', 'check', 'sunday', 'afternoon', '30', 'min', 'count', '..']",negative,0
American,"['@americanair', 'right', 'provid', 'faulti', 'seat', 'flight', 'plu', 'damag', '350', 'bag', 'replac', 'shrug', 'damag', 'flight', '...']",negative,0
Delta,"['@jetblu', 'tri', 'help', 'realli', 'dissatisfi', 'flight', 'book', 'problem', 'whole', 'trip', 'jet', 'blue', 'time', 'around', 'besid', 'flight']",negative,0
United,"['@unit', 'admit', 'rather', 'good', 'year', 'still', 'got', 'hook', '!', 'peac']",positive,1
American,"['@americanair', 'tri', 'reach', 'american', 'airlin', 'sinc', 'last', 'even', 'cancel', 'flight', 'flight', 'worst', 'custom', 'servic', 'ever', '!']",negative,0
American,"['@americanair', 'aa951', 'são', 'paulo', 'take', 'today', 'colleagu', 'tell', 'us', 'thing']",negative,0
US Airways,"['@usairway', 'still', 'wait', 'rep', 'show', '40', 'min', 'wait', 'freez', 'weather', 'wait', 'cab']",negative,0
American,"['@americanair', 'tick']",negative,0
United,"['@unit', 'treat', 'servic', 'member', 'like', 'crap', 'never', 'fli', '#unitedairlin', '@cnn']",negative,0
United,"['@unit', 'made', 'feel', 'guilti', 'economi', 'plu', 'pay', 'extra', 'leg', 'room']",negative,0
US Airways,"['@usairway', 'realli', '8', 'hr', 'delay', 'virgin', 'island', 'even', 'food', 'voucher']",negative,0
Southwest,"['@southwestair', 'land', 'ric', 'right', 'even', 'left', 'atl', 'pick', 'delta', 'mayb']",negative,0
United,"['@unit', 'resolv', 'im', 'sick', 'tire', 'wait', 'want', 'refund', ""i'd"", 'like', 'speak', 'someon']",negative,0
Southwest,"['@southwestair', 'need', 'help', 'one', 'pick', 'phone']",negative,0
Delta,"['@jetblu', 'ca', 'weekend', 'attend', 'train', 'camp', 'thank', 'send', 'gear', 'fl', 'look', 'like', 'trip', 'wast', '#nothappi']",negative,0
Delta,"['@jetblu', 'thank', 'much', 'condol', 'quick', 'respons', 'much', 'appreci']",positive,1
Delta,"['@jetblu', 'book', 'tomorrow', '250', 'higher', '1st', 'reserv', 'pgfryz', 'get', 'standbi', 'list', '4', 'tonight', 'would', 'help']",negative,0
United,"['@unit', 'hope', ""i'v"", 'receiv', 'help', 'far', ""i'v"", 'hold', 'hour', 'someon', 'speak']",negative,0
US Airways,"['@usairway', 'wait', 'airplan', 'total', '3', 'hour', 'take', '2', 'flight', 'today', '...', 'usual', 'happen', '...']",negative,0
United,"['@unit', 'understand', 'anoth', 'plane', 'avail', 'full', 'day', 'till', 'departur', 'unaccept', 'phoenix']",negative,0
Southwest,"['@southwestair', 'custom', 'relat', 'still', 'open', '...', 'texa', '!']",negative,0
Virgin America,"['@virginamerica', 'awesom', 'flew', 'yall', 'sat', 'morn', 'way', 'correct', 'bill']",positive,1
US Airways,"['@usairway', 'pretti', 'upset', 'drove', 'philli', 'mhtt', 'still', 'info', 'bag', ""what'"", 'deal', '!']",negative,0
Delta,"['@jetblu', 'slowest', 'board', 'process', ""i'v"", 'ever', 'experienc', 'rude', 'custom', 'servic', 'agent']",negative,0
United,"['@unit', 'contact', 'other', 'flight', ""can't"", 'get', 'websit', 'work', 'none', 'info', 'valid', '!', 'http://t.co/3zpjr7kwbk']",negative,0
United,"['@unit', 'check', 'trace', 'inform', 'got', '2', 'number', 'wrong', 'phone', 'number', 'turquois', 'duffl', 'bag', 'becom', 'black', 'laptop', 'bag']",negative,0
American,"['@americanair', 'okay', 'sinc', 'put', 'earlier', 'flight', 'buy', 'ticket', 'anoth', 'airlin']",negative,0
US Airways,"['@usairway', 'never', 'travel', 'insan', 'storm', 'inevit', 'make', 'us', 'hold', 'add', 'lap', 'child', '#badservic']",negative,0
American,"['@americanair', 'great', 'custom', 'servic', 'thank']",positive,1
US Airways,"['@usairway', 'guy', 'straight', 'suck', 'ass']",negative,0
American,"['@americanair', 'aa', 'agent', 'said', 'repeat', 'explain', 'told', 'understand', 'english', 'repli', 'convers']",negative,0
United,"['@unit', 'receiv', 'one', 'previous', '11th', 'check', 'odd', 'said', 'complaint', 'associ', 'e-mail']",negative,0
US Airways,"['@usairway', 'trbl', 'experi', '!', '2', 'hr', 'tarmac', 'inch', 'snow', 'phl', 'hanger', 'open', 'pile', 'snow', '#terriblecommun']",negative,0
United,"['@unit', 'u', 'cld', 'explain', 'disorgan', 'ineffici', 'compani', 'w', 'surli', 'obvious', 'unhappi', 'employe', 'stay', 'busi']",negative,0
United,"['@unit', '4-6', 'hr', 'told', 'guess', ""they'v"", 'appar', 'bag', '20hr', 'call']",negative,0
United,"['@unit', '4:30', 'custom', 'servic', 'line', 'tri', 'scream', '#epicfailunit']",negative,0
Delta,"['@jetblu', 'wifi', 'lie', 'hate']",negative,0
American,"['@americanair', 'thank', 'respond', 'rather', 'quickli', 'btw']",positive,1
US Airways,"['@usairway', 'wow', 'unbeliev', 'treat', 'custom', 'puerto', 'rico', 'airport', '!', '👍']",positive,1
US Airways,"['@usairway', 'made', 'chang', 'onlin', 'check-in', 'onlin', 'call', '3', 'hr', 'hold', 'btw', 'charg', '25']",negative,0
US Airways,"['@usairway', 'sorri', 'help', 'midnight', 'pst', 'hell', 'still', 'hold', '90', 'minut', 'custom', 'servic', 'line']",negative,0
US Airways,"['@usairway', 'clt', 'departur', 'delay', 'hope', 'make', 'connect', 'lengthi', 'take', 'delay', 'endless', 'taxi-', 'clt']",negative,0
US Airways,"['@usairway', 'gate', 'agent', 'clt', 'forc', 'check', 'bag', 'z1', 'proceed', 'allow', 'larger', 'bag', 'huge', 'inconveni', 'travel', 'plan']",negative,0
US Airways,"['@usairway', 'ye', 'go', 'pick', 'pay', '40', 'cab', 'ride', 'rude', 'employe', 'poor', 'custom', 'servic']",negative,0
Delta,"['@jetblu', 'allow', 'drop', 'bag', 'flight', 'run', '10min', 'late', 'flight', 'turn', 'left', 'hour', 'late', 'flight']",negative,0
American,"['@americanair', '2', 'agent', 'domest', 'check', 'mia', '!', 'wtf', 'huge', 'line', 'mani', 'peopl', 'cancel', 'flightl', 'flight']",negative,0
United,"['@unit', 'round', 'trip', 'non-english', 'speak', 'friend', 'strand', 'twice', '12', 'hour', 'time', '!', 'staff', 'member', 'rude']",negative,0
American,"['@americanair', 'servic', 'receiv', 'us', 'rude', 'well', 'expect', 'airlin', ""what'"", 'frustrat']",negative,0
American,"['@americanair', 'travel', 'tomorrow', 'cancel', 'flightl', 'stupidli', 'rebook', 'tomorrow', '!', ""can't"", 'get', 'reserv', '!']",negative,0
Southwest,"['@southwestair', 'broke', 'stroller', 'wife', 'babi', 'gate', 'check', 'told', 'problem', 'call', 'list', 'prefer', 'line']",negative,0
US Airways,"['@usairway', 'yeah', 'guy', 'told', 'call', 'websit', 'book', 'book', 'websit', 'unaccept']",negative,0
American,"['@americanair', '140', 'charact', 'enough', 'describ', 'inconsider', 'employe']",negative,0
US Airways,"['@usairway', 'use', 'monthli', 'minut', 'hold', 'asshol']",negative,0
US Airways,"['@usairway', 'mess', 'caus', 'comput', 'system', 'flight', '719', '3', 'hour', 'late', 'flight', 'gate', 'us', 'est', '26', 'min', 'wait']",negative,0
American,"['@americanair', 'simpli', 'amaz', 'smile', 'miles.thank', 'u', 'upgrad', 'tomorrow', 'ord.w', 'spend', 'lot', 'time', 'togeth', 'next', 'week', '!']",positive,1
Virgin America,"['@virginamerica', 'absolut', 'best', 'team', 'custom', 'servic', 'ever', 'everi', 'time', 'fli', ""i'm"", 'delight', 'thank', '!']",positive,1
American,"['@americanair', 'great', 'thank']",positive,1
American,"['@americanair', 'would', 'nice', 'agent', 'least', 'courteou', 'sinc', 'delay', ""aa'"", 'fault']",negative,0
US Airways,"['@usairway', ""what'"", 'seat', 'assign', 'polici', 'let', 'us', 'choos', 'seat', 'chang', 'us', 'two', 'week', 'late', 'flightr']",negative,0
United,"['@unit', 'well', 'start', 'would', 'nice', 'ticket', 'actual', 'system', 'chang', 'flight']",negative,0
United,"['@unit', 'instead', 'make', 'seat', 'smaller', 'thinner', 'u', 'jam', 'peopl', 'flight', 'u', 'concentr', 'maint', 'happi', 'custom']",negative,0
American,"['@americanair', 'boss', ':)']",positive,1
United,"['@unit', 'second', 'time', 'flight', 'cancel', 'flightl', '...', 'like', 'realli']",negative,0
US Airways,"['@usairway', 'thank', 'ask', 'chang', 'cost', 'desit', 'nade', 'comput', 'late', 'flight']",negative,0
Delta,"['@jetblu', 'good', '2', 'remind', '1914', 'might', 'hors', 'buggi', ""what'"", 'littl', 'delay', 'right']",negative,0
United,"['@unit', ""what'"", 'share', 'pilot', 'passeng', '!']",negative,0
US Airways,"['@usairway', '4', 'great', 'flight', 'delay', '!', 'thank', '!']",positive,1
Southwest,"['@southwestair', 'unbeliev', '...', 'thank', 'much', '!', '#destinationdragon']",positive,1
Delta,"['@jetblu', '@julesdameron', 'consid', '#access', 'absolut', 'must', '!', '#equal']",negative,0
Southwest,"['@southwestair', 'bother', 'help', 'lost', 'luggag', 'singl', 'help', 'employe', 'owner', 'found', 'bwi']",negative,0
Delta,"['@jetblu', 'thank', '!', '!']",positive,1
Southwest,"['@southwestair', 'hold', '1', 'hour', '25', 'min', 'what', 'holdup']",negative,0
Delta,"['@jetblu', 'client', 'got', 'zero', '32', 'year', 'career', 'never', 'thought', 'possibl', '2', 'suitcas', 'worth', 'thousand', 'italian', 'cloth', 'rob']",negative,0
American,"['@americanair', 'worst', 'experi', 'life', 'avoid', 'cost', 'lose', 'belong', 'human', 'even', 'offer', 'compens']",negative,0
Delta,"['@jetblu', 'thank', '!', 'flight', 'leav', '2', 'arriv', 'airport', 'earli', 'wed', 'vt', 'sept', 'grate', 'fli', 'btv', '!', '!', ':)']",positive,1
US Airways,"['@usairway', 'stori', 'start', 'two', 'hour', 'delay', 'flight', 'make', 'miss', 'connect', 'miami']",negative,0
Southwest,"['@southwestair', ""what'"", 'price', 'cach', '!', 'book', 'flight', 'refresh', 'page', 'price', 'jump', '73', '159', 'ridicul', '😑']",negative,0
US Airways,"['@usairway', 'pleas', 'give', 'tara', 'g', 'pat', 'back', 'prais', 'help', 'phl', 'member', 'loung']",positive,1
United,"['@unit', 'thank', 'help', 'appreci']",positive,1
Delta,"['@jetblu', 'awesom']",positive,1
American,"['@americanair', '@unit', 'contact', 'someth', 'allevi', 'terribl', 'terribl', 'servic', '22', 'year', 'old', 'social', 'media', 'guru']",negative,0
American,"['@americanair', 'one', 'staff', 'desk', 'queu', 'hr']",negative,0
US Airways,"['@usairway', '44', 'minut', 'hold', 'far', 'still', 'spoke', 'human', 'never', 'use']",negative,0
US Airways,"['@usairway', 'talk', 'reserv', 'must', 'congratul', 'friendli', 'good', 'usair', 'airlin', 'fli']",positive,1
Delta,"['@jetblu', 'thank', '!']",positive,1
US Airways,"['@usairway', 'flight', 'custom', 'relat', 'extrem', 'disappoint', 'face', 'mani', 'problem', 'type', 'apolog', '25', 'toward', 'flight', 'joke']",negative,0
United,"['@unit', 'time', 'give', '1k', 'statu', 'switch', '@delta', 'terribl', ""can't"", 'even', 'describ']",negative,0
Delta,"['@jetblu', 'bag', 'deliv', 'item', 'stolen', 'first', 'look', 'kate', 'spade', 'bag', 'bottl', 'spice', 'rum', '!', 'wtf', '!', '!']",negative,0
US Airways,"['@usairway', 'bump', 'peopl', 'flight', 'ten', 'minut', 'takeoff', 'flight', 'overbook', '#fail']",negative,0
US Airways,"['@usairway', 'tri', 'cancel', 'flight', 'flight', 'urgent', '...', 'get', 'hung', 'twice', 'sweet', 'refund', 'polici']",negative,0
American,"['@americanair', 'aa', '1657', 'also', 'hour', 'late', 'flight', 'depart', 'ohar', 'luggag', 'happi', 'stand', 'long', 'line', 'baggag', 'svc']",negative,0
Virgin America,"['@virginamerica', 'guy', 'know', 'check-in', 'link', 'email', 'broken', 'http://t.co/2npxb6obmr']",negative,0
United,"['@unit', 'schedul', 'flight', 'crew', 'compet', 'person', 'work', 'airlin']",negative,0
United,"['@unit', 'oh', ""i'll"", 'share', 'alright', 'especi', 'sleep', 'shitti', 'airport', 'get', '1hr', 'sleep', 'night', 'ua']",negative,0
Southwest,"['@southwestair', 'terri', 'hero', '!', 'got', 'husband', 'back', 'thru', 'secur', 'retriev', 'cellphon', 'left', 'plane', 'austin', 'terri', '#85832', 'u', 'rock', '!']",positive,1
US Airways,"['@usairway', ""can't"", 'wait', 'never', 'fli', 'alway', 'delay', 'alway', 'lose', 'bag', 'rudest', 'peopl', 'planet', 'southwest', 'best']",negative,0
United,"['@unit', '2.5', 'hour', 'delay', 'misplac', 'bag', 'poor', 'commun', 'wors', 'unsympathet', 'confront', 'gate', 'agent', 'cool', '!', '!', '!']",negative,0
Southwest,"['@southwestair', 'rapid', 'reward', 'program', 'sold', 'short', '#lasttweetaboutthi', 'still', '#disappoint']",negative,0
American,"['@americanair', 'team', 'rebook', 'cancel', 'flightl', 'aa', 'flight', 'differ', 'airlin', 'new', 'airlin', 'flight', 'book', 'problem', 'flight', 'even']",negative,0
Southwest,"['@southwestair', 'use', 'love', 'keep', 'reschedul', 'flight', '#southworst']",negative,0
US Airways,"['@usairway', 'site', 'tarmac', 'philli', 'anoth', '15', 'minut', 'lame', 'sorri', 'help', 'terribl']",negative,0
American,"['@americanair', 'add', 'insult', 'injuri', 'go', 'pick', 'real', 'class', 'act', '!', ""i'll"", 'stick', 'delta']",negative,0
US Airways,"['@usairway', 'well', 'thought', 'hour', 'ago', 'found', 'seat']",negative,0
American,"['@americanair', 'custom', 'servic', 'line', 'say', 'experienc', 'high', 'call', 'volum', 'spontan', 'hangup', 'person']",negative,0
Delta,"['@jetblu', 'servic', 'get', 'wors', 'wors', 'plane', ""can't"", 'fli', 'wait', '2nd', 'aircraft', 'much', 'plan']",negative,0
United,"['@unit', 'drop', 'bag', 'overnight', ""i'm"", 'leav', 'week', 'suppos', 'hold', 'bag', '...']",negative,0
American,"['@americanair', 'deplan', '3rd', 'fuck', 'time', 'fuck', 'aa']",negative,0
Delta,"['@jetblu', 'aka', 'take', 'stuff', 'check', 'bag', '!', 'carri', 'extra', 'weight', 'someon', 'shoulder', 'surgeri', ""that'""]",negative,0
Southwest,"['@southwestair', 'fix', 'wifi', '!', '3rd', 'flight', 'work', '800', 'seri', 'plane', 'like', 'old', 'plane']",negative,0
US Airways,"['@usairway', '@americanair', 'provid', 'pilot', 'flight', 'new', 'featur', 'merger', '#effic']",negative,0
Delta,"['@jetblu', 'even', 'went', 'airport', 'phone', 'hr', 'help', 'everyon', 'said', 'differ', 'thing']",negative,0
Delta,"['@jetblu', 'thank', 'ticket', 'stand', 'flight', '1970', 'hope', 'make', 'finger', 'cross']",positive,1
American,"['@americanair', 'stuck', 'plane', 'dalla', ""that'"", 'suppos', 'go', 'okc', ""there'"", 'issu', 'w', 'plane', 'idea', 'much', 'longer']",negative,0
United,"['@unit', 'third', 'wheelchair', 'broken', '!', 'http://t.co/tvk0pyxqv5']",negative,0
Delta,"['@jetblu', 'flight', 'delay', '3x', '!', 'still', 'take', 'time', 'greet', 'seat', 'ye', 'gum', 'garbag', '):', 'http://t.co/n9hmcrjchb']",negative,0
Southwest,"['@southwestair', 'thank', 'flight', 'go', 'nashvil', '!', 'guy', 'rock', '!', '#disneyprincesshalfmarathon', '#girlsweekend', '#bff']",positive,1
United,"['@unit', 'bag', '!', '!', '!', 'lax', 'like', 'promis', '9', '10', 'thing', 'today', 'mess', 'today']",negative,0
United,"['@unit', 'great', 'thank', '!']",positive,1
United,"['@unit', 'way', 'treat', 'custom', 'lot', 'issu', 'worth', 'headach', 'went', 'thru']",negative,0
US Airways,"['@usairway', 'take', 'month']",negative,0
US Airways,"['@usairway', 'told', 'ask', 'mani', 'question', 'bag', 'might', 'still', 'flight', '413', 'easi', 'check', 'land', 'seattl']",negative,0
